Latitude,Longitude,Q_2.2_municipe,Q_2.2.1_zone,Q_3.1.3_genre,Q_3.1.4_Scolarite,Q_3.3.2_temps_communautes,Q_3.4.2_activites_professionnelles,Q_4.1.2.1_qui_habite,Q_4.4.1_participer_eglise,Q_4.4.1_participer_au_groupe_jeunes,Q_4.4.1_participe_groupe_femmes,Q_4.4.1_participer_syndicat,Q_4.4.1_participer_a_la_cooperation,Q_4.4.1_participer_a_la_communaute_associative,Q_4.4.1_participer_au_football_de_club,Q_4.5.1_revenu_travail_exterieur,Q_5.1.2_type_culture,Q_5.3.2_cueillette_produits_forestiers,Q_5.3.2_Produits forestiers a base de bois,Q_5.3.2_Produits a base de fibres forestieres,Q_5.3.2_Produits_forestiers_huiles_resines,Q_5.3.2_Produits_fruits_forestiers,Q_5.3.2_Produits_forestiers_chataignes,Q_5.3.2_Produits_forestiers,Q_5.3.2_Produits_forestiers_peche,Q_5.3.2_Produits_forestiers_autres,Q_5.3.2_Pas_de_collecte_de_produits_forestiers,Q_5.3.2.1_autres_collections_forestieres_quelles,Q_6.1.2_emploi_main_d'oeuvre,Q_6.1.3_salaires,Q_6.1.4.2_Insecticides_chimiques,Q_6.1.4.2_defensifs_naturels,Q_6.1.4.3_herbicide,Q_6.2.1_Produits_chimiques,Q_6.2.1.2_pourquoi_n'utiliser_plus_de_produits_chimiques,Q_6.2.1.2.1_autres_raisons_d'utiliser_des_produits_chimiques_nuisibles,Q_6.3.1_entendu_parler_agroecologie,Q_6_3₁_3_Pratique_de_l_agroecologie,Q_6.3.1.3.1_quelle_culture_agroecologie,Q_6.3.1.3.2_depuis_quand_pratique_agroecologie,Q_7.1.1.2_Produits_commerciaux,Q_7.1.1.2_produit principal,Q_7.1.1.2.3_forme_commercialisation,Q_7.1.1.3_certification,Q_7.2.1_revenu_agricole_bon_mois,Q_7.2.2_revenu_agricole_mois_difficile,Q_7.4.1_Principales_difficultes_de_production,Q_7.4.1.1_autres_difficultes_de_production,Q_7.4.2_principales_difficultes_de_la_commercialisation,Q_7.4.2.1_Autres_difficultes_de_commercialisation,Q_7.5.1.2_credit,Q_7.6.1_Technique_d'assistance_a_la_visite,Q_7.6.2_D'où viennent les techniciens ?,Q_7.6.2.1_Autres techniciens qui,Q_7.6.3_frequence_visites,Q_8.1.2_titre du bien,Q_8.1.4_enregistrement_environnemental_CAR,Q_8.1.5_annee_CAR,Q_8.4.1_nouvelles_terres,Q_8.4.1.4_prix,Q_8.5.1_evenement de terrain,Q_8.5.2_refu_proposition_achat_refuse,Q_8.5.2.1_annee_proposition_achat,Q_8.5.3_campagne_ne_vend_pas_ta_terre,Q_9.1.1.2_abandon de la culture,Q_9.1.1.3_pourquoi_abandonner,Q_9.2.1_nouvelles_activites,Q_9.2.1.2_quelles_nouvelles_activites,Q_9.3.1_Changement_du_climat,Q_9.3.1.1_Autres_changements_qui,Q_9.3.1.4_assechement_source,Q_9.3.1.5_Sources d'eau de sechage,Q_9.3.1.6_quand_assechement,Q_9.4.1_Changes_apres_soja,Q_9.4.1.2_quand_changements,Q_9.4.1.3_quand_changements_lies_soja,Q_9.4.1.4_changements_positifs_soja,Q_9.4.1.4.1_autres_ameliorations_quoi,Q_9.4.1.5_changements_negatifs_soja,Q_9.4.1.5.1_Autres_pertes_de_soja_apportees_qui,Q_9.4.2_atteint_pour_la_pulverisation_des_pesticides,Q_9.4.2.3_commentaire_pesticides_impactant,Q_9.4.2.4_problemes_sante_lies_pulverisations,Q_9.4.2.4.1_autres_problemes_de_sante_pulverisations_qual,Q_9.5.1_enfants_veulent_continuer_leur_activite_agricole,Q_9.5.1.2_quel_futur_veulent_pour_les_enfants,Q_9.5.2_quel_futur_5_ans,Q_9.6.1_situation_communautaire_sante,Q_9.6.1_situation_communaute_education,Q_9.6.1_situation_communaute_production_agricole,Q_9.6.1_situation_communaute_route_transport,Q_9.6.1_situation_communaute_liens_sociaux,Q_9.6.1_situation_communaute_relations_autres_acteurs_dont_soja,Q_9.6.1_situation_communaute_pouvoirs_publics,Q_9.6.2_changements_15ans_sante,Q_9.6.2_changements_15ans_education,Q_9.6.2_changements_15ans_production_agricole,Q_9.6.2_changements_15ans_transport_route,Q_9.6.2_changements_15ans_liens_sociaux,Q_9.6.2_changements_15ans_acteurs_exterieurs,Q_9.6.2_changements_15ans_pouvoirs_publics,Q_9.6.3_situation_agricole_familiale,Q_9.6.3_situation_communaute_si_continue,Q_9.6.3_situation_soja_si_continue,Q_10_age,Q_11_Dist_soja,@2.1GPS point d'interview location_altitude,,,,,,,,,,,,,,,,,
-2.69706174,-54.88294651,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Retraite,Conjoint/partenaire/partenaire , Petit-enfant/petits-enfants,Participer,Non,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Tous les mois,Jamais,Jamais,Jamais utilise, , ,Non, , , , , , , ,Vous ne savez pas,Vous ne savez pas,Aucun, ,Aucun, ,Aucun,Non, , , ,Titularisation,Non, ,Non, ,non,Non, ,Non, , ,Non, , , ,Non, , ,Non, , ,Il ne peut pas dire, ,Autres,Fourmi,Non, ,Maux de tete constants, ,Vous ne savez pas,Autres,Autres,bon,bon,bon,bon,moyen,bon,moyen,La situation a empire,C'est la meme chose,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,La situation a empire,Il se renforcera,Il ne changera pas,Vous ne savez pas,75, ,151,,,,,,,,,,,,,,
-2.69709369,-54.88423347,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Participer,Participer,Non,Non,Participer,Plus de 3 a 5 salaires minimums,Plantation , Paturage , Ferme ou cour de production,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les mois,Jamais,Tous les mois,Utilisation, , ,Non, , , ,"Volaille,Porcs",Porcs,Vendre sur le terrain,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , manque de main-d'œuvre , manque d'assistance technique, ,Manque de moyens de transport adequats, ,Pronaf B,Oui,EMATER, ,Une fois par an,Titularisation,"Oui, individuel",2018,"Oui, je l'ai reçu d'une institution (INCRA, autre)", ,non,Oui,2017,Oui,Riz,Manque de main-d'œuvre,Non, ,Augmentation des precipitations, ,Non, , ,Non, , ,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,bon,bon,bon,bon,bon,bon,bon,C'est la meme chose,C'est la meme chose,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il se renforcera,Il se renforcera,58,"231,00033",132,,,,,,,,,,,,,
-2.65421739,-54.83234597,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Non,Participer,Non,Leadership,Participer,Plus de 1 a 3 salaires minimums,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Non, , ,"Noix de coco, Tapioca",Noix de coco,Vente aux intermediaires,Non,"Jusqu'a 0,5 salaire minimum",Rien,Autres,Manque de terres,Manque de moyens de transport adequats, ,Aucun,Non, , , ,Titularisation,Non, ,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je pense qu'il a apporte des ameliorations",15 ans,C'est comme ça depuis 15 ans,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,bon,mauvais,mauvais,bon,bon,bon,Amelioree,Amelioree,La situation a empire,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Vous ne savez pas,Il se renforcera,59,"1077,61763",120,,,,,,,,,,,,,,,
-2.65419284,-54.8292979,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Non,Jusqu'a un salaire minimum,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les 2-3 mois,Jamais,Tous les 2-3 mois,Utilisation, , ,Non, , , ,"Avocat, banane",Banane,Ventes communautaires,Non,"Jusqu'a 0,5 salaire minimum",Rien,"Ravageurs, maladies, insectes ; Ressources financieres ; Manque de main-d'œuvre ; Manque d'assistance technique", ,Manque de moyens de transport adequats , difficultes d'acces aux marches, ,Aucun,Non, , , ,Transfere,Non, ,Non, ,non,Non, ,Oui, , ,Oui,Mais les bananes,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je pense qu'il a apporte des ameliorations",9 ans,Augmentation au cours des 5 dernieres annees,Aucun, ,Aucun, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).",Il n'avait pas, ,Oui,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,mauvais,moyen, ,mauvais,bon,bon,bon,La situation a empire,C'est la meme chose,C'est la meme chose,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,La situation va empirer,Il se renforcera,63,"798,21672",128,,,,,,,,,,,,,,
-2.69913844,-54.88728255,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Retraite,Conjoint/partenaire/partenaire , Petit-enfant/petits-enfants,Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , , , , ,Non,Vous ne savez pas,Vous ne savez pas,Manque de main-d'œuvre, , , ,Aucun,Non, , , ,Titularisation,Non, ,Non, ,non,Oui,2015,Non,Riz et haricots,A cause de la peste,Oui,Porcs,Augmentation de la temperature (plus chaud), , , , ,"Oui, je pense qu'il a apporte des ameliorations",16 ans,Elle s'est developpee au cours des dix dernieres annees,Il ne peut pas dire, ,Aucun, ,Oui,"Malaise (odeur forte, maux de tete, vomissements)",Je ne sais pas, ,Non,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,bon,bon,bon,bon,La situation a empire,Amelioree,La situation a empire,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,La situation va empirer,La situation va empirer,Il se renforcera,78, ,124,,,,,,,,,,,,,
-2.7539206,-54.89930602,Belterra,B2 Trefle,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,etudie , participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Participer,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Roça , Sitio ou arriere-cour productive , Autres plantations seules (monoculture),"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , , , , , ,Urucu,Urucu,Vente aux intermediaires,Non,"Jusqu'a 0,5 salaire minimum",Rien,Deplacement de la saison des pluies , Difficulte d'acces aux semences creoles (agriculteurs locaux) , Ressources financieres, ,Difficultes d'acces aux marches , Autres,evaluation du marche,Aucun,Non, , , ,Titularisation,Non, , , , , , ,Non, , ,Non, ,Augmentation de la temperature (plus chaud), , , , ,"Oui, je sais que ça fait mal",6 ans,C'est comme ça depuis 15 ans,Aucun, ,Perte de production , changement climatique , dommages generaux a l'environnement, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).","Maladie pulmonaire chronique (asthme, tuberculose, bronchite, pneumonie)", ,Non,Autres,Je veux continuer a renforcer les activites du lot,mauvais,moyen,mauvais,bon,bon,bon,bon,C'est la meme chose,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,La situation va empirer,27,"69,85343",130,,,,,,,,,
-2.74825263,-54.9006411,Belterra,B2 Trefle,Femme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Fils, fille",Non,Non,Non,Participer,Non,Non,Participer,Jusqu'a un salaire minimum,Plantation , ferme productive ou arriere-cour,"Bois ; fibres (lianes, eclisses, ecorces, paille) ; fruits a coque (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",1,1,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Oui,La campagne,Depuis le, , , , ,Vous ne savez pas,Vous ne savez pas,Manque de main-d'œuvre Autres,Terrain difficile,Manque de moyens de transport adequats , difficultes d'acces aux marches, ,Aucun,Non, , , ,Licence professionnelle (INCRA) - LO,Non, , , , , , ,Oui,"Manioc, maïs,",Il pense qu'il vaut mieux acheter que planter,Non, ,Moins d'humidite dans l'air (moins de brouillard), , , , ,"Oui, je pense qu'il a apporte des ameliorations",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,bon,bon,bon,moyen,C'est la meme chose,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,La situation va empirer,La situation va empirer,58, ,136,,,,,,,,,,,,,,
-2.56107011,-54.63081294,Santarem,S2 Debut de Curuá Una,Femme,Terminer l'enseignement primaire,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Leadership,Non,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,"Avant, mais plus maintenant",Se preoccuper de sa sante et de celle de sa famille, ,Oui,Non, , ,Farine,Farine,Vente aux intermediaires,Non,Vous ne savez pas,Vous ne savez pas,Ressources financieres , manque de main-d'œuvre , manque d'assistance technique, ,Mauvais etat des routes , Difficulte a respecter les regles sanitaires , Difficulte a respecter les regles sanitaires , Difficulte a respecter les regles sanitaires , Difficulte a respecter les regles sanitaires, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Non, ,Oui,Riz,Pour chasser les oiseaux,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, ,Oui,Bien,1 an,Il ne peut pas dire, , ,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,moyen,bon,moyen,mauvais,bon,mauvais,C'est la meme chose,C'est la meme chose,La situation a empire,La situation a empire,La situation a empire,C'est la meme chose,La situation a empire,La situation va empirer,La situation va empirer,Il se renforcera,55,"3369,60979",116,,,,,,,
-2.72130559,-54.90075039,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille , Retraite,Conjoint/partenaire/partenaire , Petit-enfant/petits-enfants,Non,Non,Non,Non,Non,Non,Non,Vous ne savez pas,Plantation , ferme productive ou arriere-cour,"Bois ; noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",1,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Oui,Manioc,10 ans, , , , ,Vous ne savez pas,Vous ne savez pas,Sol faible/degradation , acces difficile aux intrants naturels , ressources financieres, ,Manque de moyens de transport adequats , difficultes d'acces aux marches, ,Aucun,Oui,EMATER , Autres, ,Lorsque le besoin s'en fait sentir,Titularisation,"Oui, individuel",2018,"Oui, je l'ai fait",200 reais,non,Non, ,Non,Maïs,Faiblesse du sol et manque de ressources,Non, , , ,Non, , ,Il ne peut pas dire, , ,Emploi , Autres,Alimentation,Aucun, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).",Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,mauvais,mauvais,bon,moyen, , ,Amelioree,Amelioree,La situation a empire,Amelioree,C'est la meme chose, , ,La situation va empirer,La situation va empirer,Il se renforcera,67, ,121,,,,,,,,
-2.72096642,-54.89964082,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille , Retraite,"Conjoint/partenaire ; Fils, fille ; Petit-enfant/petite-fille",Participer,Non,Non,Non,Non,Participer,Participer,Vous ne savez pas,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par an, ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Oui,Peau de manioc,30 ans,"Jerimum, citron",Jerimum,Vente aux intermediaires,Non,Plus de 1 a 3 salaires minimums,"Jusqu'a 0,5 salaire minimum",Ressources financieres , manque d'assistance technique , autres,Penuries d'eau,Difficultes d'acces aux marches , manque d'assistance technique pour la commercialisation, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2016,Non, ,non,Oui,2008,Oui,"Riz, champs, haricots",Manque de soutien,Non, ,Augmentation de la temperature (plus chaud), , , , ,Il ne peut pas dire, , ,Emploi, ,Perte de production , dommages generaux a l'environnement, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).","Maladie pulmonaire chronique (asthme, tuberculose, bronchite, pneumonie)", ,Vous ne savez pas,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,bon,moyen,bon,bon,moyen,La situation a empire,La situation a empire,La situation a empire,Amelioree,C'est la meme chose,Amelioree,La situation a empire,La situation va empirer,La situation va empirer,Vous ne savez pas,77,"213,08656",127,,,,,,,,,,
-2.66008654,-54.83502295,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,Un autre parent,Non,Non,Non,Participer,Non,Non,Participer,Jusqu'a un salaire minimum,Plantation,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum","Ravageurs, maladies, insectes ; Ressources financieres ; Manque de main-d'œuvre ; Manque d'assistance technique", ,Mauvais etat des routes , manque de transport adequat , manque d'assistance technique au marche , autres,Prix bas,Fleur d'amazone,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, , , , ,Oui,2017,Non,"Riz, haricots, maïs et pasteque",Le prix est tres bas,Non, , , ,Non, , ,Il ne peut pas dire, , ,Il ne peut pas dire, ,Aucun, ,Non, ,Il n'avait pas, ,Vous ne savez pas,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,mauvais,bon,bon,bon,Amelioree,Amelioree,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il se renforcera,Vous ne savez pas,54,"359,95835",140,,,,,,,,,,,,,,
-2.6619562,-54.83632741,Belterra,B2 Trefle,Femme,Enseignement superieur acheve,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Participer,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Ferme ou jardin productif,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les mois,Jamais, ,Utilisation, , ,Oui,Non, , ,Manioc,Manioc,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Ressources financieres , Autres,Mauvaise route,Mauvais etat des routes , manque de transport adequat, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel", ,"Oui, je l'ai fait",6 millions,non,Non, ,Oui,Riz,Ń donne les resultats suivants,Oui,Plantation de canne a sucre,Augmentation de la temperature (plus chaud), , , , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Emploi, ,Aggravation de la sante de la famille, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Maux de tete constants, ,Vous ne savez pas,Partir a la recherche d'un emploi en ville , Aller a l'universite,J'aimerais demenager dans une autre communaute rurale,moyen,moyen,moyen,moyen,bon,moyen,moyen,C'est la meme chose,La situation a empire,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il se renforcera,Il ne changera pas,Il ne changera pas,54,"111,78073",127,,,,,,,,,,,,,,
-2.66176768,-54.83710206,Belterra,B2 Trefle,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille , Autre,"Conjoint/partenaire/partenaire ; Fils, fille",Leadership,Participer,Participer,Participer,Non,Non,Non,Plus de 1 a 3 salaires minimums,Plantation,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui,Oui,Oui culture du manioc,20 ans,Mel,Mel,Vendre sur le terrain,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Contamination par les pesticides , Autres,Manque de terres,Mauvais etat des routes , manque de transport adequat, ,Pronaf A,Non, , , ,Titularisation,"Oui, individuel", ,Non, , ,Non, ,Non, , ,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, , , , ,"Oui, je sais que ça fait mal",16 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Autres,moyen,moyen,mauvais,bon,bon,bon,bon,Amelioree,Amelioree,Amelioree,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Il se renforcera,Il se renforcera,48,"111,67037",142,,,,,,,,,,,,
-2.93775361,-54.9272763,Belterra,B3 Săo Raimundo,Homme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille , Retraite,Conjoint/partenaire/partenaire , Petit-enfant/petits-enfants,Participer,Participer,Participer,Non,Non,Participer,Participer,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,Tous les 2-3 mois,Jamais,Jamais,Utilisation, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum",Manque de main-d'œuvre, ,Difficultes d'acces aux marches, ,Autres,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,Non, ,non,Non, ,Non,Riz et haricots,Manque de semences a planter,Non, ,Augmentation de la temperature (plus chaud), , , , ,Il ne peut pas dire, , ,Il ne peut pas dire, ,Aucun, ,Oui,N'affecte pas,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,bon,bon,moyen,bon,bon,bon,bon,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,Vous ne savez pas,Il se renforcera,Il se renforcera,68,"1588,61744",82,,,,,,,,,,,,,,
-2.93770232,-54.92740519,Belterra,B3 Săo Raimundo,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Leadership,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,Jamais,Utilisation, , ,Non, , , ,Farine,Farine,"echange communautaire, vente communautaire, vente sur le marche de la ville",Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum",Periode de secheresse , autres,Manque de manioc,Difficultes d'acces aux marches , Autres,Prix bas,Fleur d'amazone,Oui,Autres,Banque,Lorsque le besoin s'en fait sentir,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2016, , , , , ,Oui,Riz,Manque de volonte,Oui,Banane,Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",6 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,bon,bon,bon,bon,bon,moyen,Amelioree,Amelioree, ,Amelioree,C'est la meme chose,C'est la meme chose,Amelioree,Il se renforcera,Il se renforcera,Vous ne savez pas,43,"1603,86986",103,,,,,,,,,,,,,
-2.93910222,-54.92786526,Belterra,B3 Săo Raimundo,Homme,Enseignement primaire incomplet,De 5 a 15 ans,Participe aux activites agricoles de la famille,"Fils, fille ; beau-pere/ belle-mere ou beau-pere/ belle-mere ; autre parent",Leadership,Non,Non,Leadership,Participer,Non,Leadership,Vous ne savez pas,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Quelques fois par mois, ,Tous les mois,Jamais,Tous les mois,Utilisation, , ,Oui,Oui,L'arriere-cour productive,10 ans,Farine,Farine,"Vente aux intermediaires, Vente dans les foires municipales",Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum",Ressources financieres , Manque de main-d'œuvre , Autres, ,Difficultes d'acces aux marches, ,Pronaf B Amazonia Florescer,Oui,Autres,Environnement,Lorsque le besoin s'en fait sentir,Titularisation,Non, , , , , , ,Oui,Riz,Parce que les grands agriculteurs plantent en grandes quantites,Non, ,Augmentation de la temperature (plus chaude) , Deplacement de la saison des pluies, ,Non, , ,Non, , ,Aucun, ,Aucun, ,Oui,N'affecte pas,Il n'avait pas, ,Oui,Qu'ils poursuivent des etudes superieures,Autres,moyen,bon, ,moyen,bon,bon,bon,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,Amelioree,La situation va empirer,Il se renforcera,La situation va empirer,54,"1629,45274",111,,,,,,,,,,,,,
